gender,state,party,term,year,name,constituency
Male,Uttar Pradesh,Congress (I),8,1984,Shri Umakant Mishra,Mirzapur
Male,West Bengal,Communist Party of India (Marxist),8,1984,Shri Satyagopal Misra,Tamluk
Male,West Bengal,Communist Party of India (Marxist),8,1984,Shri Hannan Mollah,Uluberia
Female,West Bengal,Communist Party of India,8,1984,Smt. Geeta Mukherjee,Panskura
Male,Andhra Pradesh,Independent,8,1984,Shri Sultan Salahuddin Owaisi,Hyderabad 
Female,Bihar,Congress (I),8,1984,Smt. Sumati Oraon,Lohardaga-ST
Female,Delhi,Congress (I),8,1984,Smt. Sundarwati Nawal Prabhakar,Karol Bagh-SC 
Male,Delhi,Congress (I),8,1984,Shri Krishna Chandra Pant,New Delhi 
Male,Gujarat,Congress (I),8,1984,Shri Bharat Kumar Maldevji Odedra,Porbandar 
Male,Gujarat,Bharatiya Janata Party,8,1984,Dr. A.K. Patel,Mehsana 
Male,Gujarat,Congress (I),8,1984,Shri Ahmed Mohammed Patel,Broach
Male,Gujarat,Congress (I),8,1984,Shri Chhaganbhai Debabhai Patel,Surat 
Male,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,8,1984,Shri K.R. Natarajan,Dindigul
Male,Tamil Nadu,Congress (I),8,1984,Shri E.S.M. Packeer Mohamed,Mayuram-SC
Male,Tamil Nadu,Congress (I),8,1984,Shri S.S. Ramaswamy Padayachi,Tindivanam
Male,Uttar Pradesh,Congress (I),8,1984,Shri Chandra Mohan Singh Negi,Garhwal 
Male,Uttar Pradesh,Congress (I),8,1984,Shri Arun Kumar Nehru,Raebareli 
Male,Uttar Pradesh,Congress (I),8,1984,Shri Raj Mangal Pande,Deoria
Male,Uttar Pradesh,Congress (I),8,1984,Shri Madan Pandey,Gorakhpur 
Male,Uttar Pradesh,Congress (I),8,1984,Shri Ram Pyare Panika,Robertsganj-SC
Male,West Bengal,Congress (I),8,1984,Shri Ajit Kumar Panja,Calcutta North East 
Male,Gujarat,Congress (I),8,1984,Shri Shantilal Purshottamdas Patel,Godhra
Male,Gujarat,Congress (I),8,1984,Shri Uttambhai Harjibhai Patel,Valsad-ST 
Male,Tamil Nadu,Congress (I),8,1984,Dr. P. Vallal Peruman,Chidambaram-SC
Male,Tamil Nadu,Congress (I),8,1984,Shri R. Prabhu,Nilgiris
Male,Uttar Pradesh,Congress (I),8,1984,Shri Ram Pujan Patel,Phulpur 
Male,West Bengal,Communist Party of India (Marxist),8,1984,Shri Ananda Pathak,Darjeeling
Male,Bihar,Congress (I),8,1984,Shri Ram Ratan Ram,Hajipur-SC
Male,Bihar,Congress (I),8,1984,Shri Ram Swaroop Ram,Gaya-SC 
Male,Tamil Nadu,Congress (I),8,1984,Dr. Vadivelu Rajeshwaran,Ramanathapuram
Male,Tamil Nadu,Congress (I),8,1984,Shri Vazhappady Koothappadayachi Ramamurthy,Krishnagiri 
Male,Uttar Pradesh,Congress (I),8,1984,Shri Puran Chandra,Hathras-SC
Male,Uttar Pradesh,Congress (I),8,1984,Shri Raj Kumar Rai,Ghosi 
Male,Uttar Pradesh,Congress (I),8,1984,Shri Ram Awadh Prasad,Basti-SC
Male,Uttar Pradesh,Congress (I),8,1984,Shri Ram Dhan,Lalganj-SC
Male,Uttar Pradesh,Congress (I),8,1984,Shri Ram Samujhavan,Saidpur-SC
Male,Uttar Pradesh,Congress (I),8,1984,Shri Ram Singh,Hardwar-SC
Male,Uttar Pradesh,Congress (I),8,1984,Shri Rana Vir Singh,Kaiserganj
Male,West Bengal,Communist Party of India (Marxist),8,1984,Dr. Sudhir Ray,Burdwan 
Male,Andhra Pradesh,Congress (I),8,1984,Shri J. Vengala Rao,Khammam 
Male,Andhra Pradesh,Congress (I),8,1984,Shri Juvvadi Chokka Rao,Karimnagar
Male,Bihar,Congress (I),8,1984,Shri Bhola Raut,Bagaha-SC 
Male,Gujarat,Congress (I),8,1984,Shri Amarsinh Rathawa,Chhota Udaipur-ST 
Male,Gujarat,Congress (I),8,1984,Shri Navin Ravani,Amreli
Male,Bihar,Congress (I),8,1984,Shri Shiv Prasad Sahu,Ranchi
Male,Bihar,Congress (I),8,1984,Prof. Salahuddin,Godda 
Male,Bihar,Janata Party,8,1984,Shri Syed Shahabuddin,Kishanganj
Male,Madhya Pradesh,Congress (I),8,1984,Shri Prakash Chand Sethi,Indore
Male,Meghalaya,Congress (I),8,1984,Shri Purno Agitok Sangma,Tura
Male,Meghalaya,Congress (I),8,1984,Shri Williamson A. Sangma,Tura
Male,Orissa,Congress (I),8,1984,Shri Ananta Prasad Sethi,Bhadrak-SC
Male,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,8,1984,Shri P. Selvendran,Periyakulam 
Male,Uttar Pradesh,Congress (I),8,1984,Shri Ashkaran Sankhwar,Ghatampur-SC
Male,Uttar Pradesh,Congress (I),8,1984,Dr. Sankta Prasad,Misrikh-SC
Male,Uttar Pradesh,Congress (I),8,1984,Dr. Bihari Lal Shailesh,Chail-SC
Male,West Bengal,Communist Party of India (Marxist),8,1984,Dr. Saradish Roy,Bolpur
Male,West Bengal,All India Forward Bloc,8,1984,Shri Amar Roy Pradhan,Cooch Behar-SC
Male,West Bengal,Communist Party of India (Marxist),8,1984,Shri Ajit Kumar Saha,Vishnupur-SC
Male,West Bengal,Communist Party of India (Marxist),8,1984,Shri Gadadhar Saha,Birbhum-SC
Male,West Bengal,Communist Party of India (Marxist),8,1984,Shri Manik Sanyal,Jalpaiguri
Male,Rajasthan,Congress (I),8,1984,Shri K. Natwar Singh,Bharatpur 
Male,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,8,1984,Shri A.C. Shanmugam,Vellore 
Male,Tamil Nadu,Congress (I),8,1984,Shri Sivanandam Singaravadivel,Thanjavur 
Female,Uttar Pradesh,Congress (I),8,1984,Smt. Shanti Devi,Sambhal 
Male,Uttar Pradesh,Congress (I),8,1984,Shri Hari Krishna Shastri,Fatehpur
Male,Uttar Pradesh,Congress (I),8,1984,Shri Saleem Iqbal Shervani,Budaun
Male,Uttar Pradesh,Congress (I),8,1984,Shri Hafiz Mohd. Siddiq,Moradabad 
Male,Uttar Pradesh,Congress (I),8,1984,Shri Bhanu Pratap Singh,Pilibhit
Male,Uttar Pradesh,Congress (I),8,1984,Kunwar Chandra Pratap Narain Singh,Padrauna
Male,Puducherry,Congress (I),8,1984,Shri Panchanatham Shanmugam,Pondicherry 
Male,Punjab,Akali Dal,8,1984,Shri Shaminder Singh,Faridkot
Male,Punjab,Congress (I),8,1984,General Rajindar Singh Sparrow,Jullundur 
Male,Tamil Nadu,Dravida Munnetra Kazhagam,8,1984,Shri N.V.N. Somu,Madras North
Male,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,8,1984,Shri N. Soundararajan,Sivakasi
Male,Uttar Pradesh,Congress (I),8,1984,Shri Raj Karan Singh,Sultanpur 
Male,Uttar Pradesh,Congress (I),8,1984,Shri Ram Pal Singh,Amroha
Male,Uttar Pradesh,Congress (I),8,1984,Shri Santosh Kumar Singh,Azamgarh
Male,Uttar Pradesh,Congress (I),8,1984,Shri Surendra Pal Singh,Bulandshahar
Male,Uttar Pradesh,Congress (I),8,1984,Shri Swami Prasad Singh,Hamirpur
Male,West Bengal,Congress (I),8,1984,Shri Atish Chandra Sinha,Berhampore
Male,Arunachal Pradesh,Congress (I),8,1984,Shri Prem Khandu Thungon,Arunachal West
Male,Assam,Congress (S),8,1984,Shri Sudarsan Das,Karimganj-SC
Male,Assam,Asom Gana Parishad,8,1984,Shri Bhadreswar Tanti,Kaliabor
Male,Bihar,Congress (I),8,1984,Shri Bagun Sumbrui,Singhbhum-ST
Male,Bihar,Congress (I),8,1984,Shri Tapeshwar Singh,Bikramganj
Male,Bihar,Congress (I),8,1984,Prof. K.K. Tewary,Buxar 
Male,Bihar,Congress (I),8,1984,Dr. Chandreshwar Prasad Thakur,Patna 
Male,Bihar,Congress (I),8,1984,Shri Simon Tigga,Khunti-ST 
Male,Daman and Diu,Congress (I),8,1984,Shri Gopal Kalan Tandel,Daman and Diu 
Female,Gujarat,Congress (I),8,1984,Smt. Usha Thakker,Kutch 
Female,Karnataka,Congress (I),8,1984,Kumari D.K. Tharadevi,Chikmagalur 
Male,Kerala,Janata Party,8,1984,Shri Thomas Thampan,Mavelikara
Male,Kerala,Congress (I),8,1984,Prof. Kuruppassery Varkey Thomas,Ernakulam 
Male,Meghalaya,Independent,8,1984,Shri Gilbert G. Swell,Shillong
Female,Punjab,Congress (I),8,1984,Smt. Sukhbuns Kaur,Gurdaspur 
Male,Punjab,Congress (I),8,1984,Chaudhary Sunder Singh,Phillaur-SC 
Female,Rajasthan,Congress (I),8,1984,Smt. Indubala Sukhadia,Udaipur 
Male,Tamil Nadu,Congress (I),8,1984,Shri A.G. Subburaman,Madurai 
Male,Tamil Nadu,Congress (I),8,1984,Shri N. Sundararaj,Pudukkottai 
Male,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,8,1984,Dr. Munisamy Thambidurai,Dharmapuri
Male,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,8,1984,Shri S. Thangaraju,Perambalur-SC 
Male,Uttar Pradesh,Congress (I),8,1984,Shri Rampiyare Suman,Akbarpur-SC 
Male,Uttar Pradesh,Congress (I),8,1984,Shri Sunder Lal,Hardwar-SC
Male,Karnataka,Congress (I),8,1984,Shri Srikanta Datta Narasimharaja Wadiyar,Mysore
Male,Andhra Pradesh,Telugu Desam Party,8,1984,Shri V. Tulsi Ram,Nagarkurnool-SC 
Male,Andhra Pradesh,Telugu Desam Party,8,1984,Shri Nissankara Rao Venkataratnam,Tenali
Male,Bihar,Congress (I),8,1984,Dr. C.S. Verma,Khagaria
Male,Bihar,Congress (I),8,1984,Shri Mahabir Prasad Yadav,Madhepura 
Male,Delhi,Congress (I),8,1984,Shri Jagdish Tytler,Delhi Sadar 
Male,Gujarat,Congress (I),8,1984,Shri Punam Chand Mithabhai Vankar,Patan-SC
Male,Kerala,Congress (I),8,1984,Shri V.S. Vijayaraghavan,Palghat 
Male,Madhya Pradesh,Congress (I),8,1984,Shri Subhash Yadav,Khargone
Male,Punjab,Akali Dal,8,1984,Shri Tarlochan Singh Tur,Taran Taran 
Male,Punjab,Akali Dal,8,1984,Shri Charanjit Singh Walia,Patiala 
Male,Rajasthan,Congress (I),8,1984,Shri Girdhari Lal Vyas,Bhilwara
Male,Rajasthan,Congress (I),8,1984,Shri Ram Singh Yadav,Alwar 
Male,Tamil Nadu,Congress (I),8,1984,Shri P.R.S. Venkatesan,Cuddalore 
Female,Uttar Pradesh,Congress (I),8,1984,Smt. Usha Rani Tomar,Aligarh 
Female,Uttar Pradesh,Congress (I),8,1984,Smt. Chandra Tripathi,Chandauli 
Male,Uttar Pradesh,Congress (I),8,1984,Dr. Chandra Shekar Tripathi,Khalilabad
Male,Uttar Pradesh,Congress (I),8,1984,Shri Dharamvir Singh Tyagi,Muzaffarnagar 
Male,Uttar Pradesh,Congress (I),8,1984,Shri Mahant Deep Narain Van,Balarampur
Female,Uttar Pradesh,Congress (I),8,1984,Smt. Usha Verma,Kheri 
Male,Maharashtra,Congress (I),8,1984,Shri Ghulam Nabi Azad,Washim
Male,Maharashtra,Congress (I),8,1984,Shri Prataprao Baburao Bhosale,Satara
Male,Maharashtra,Congress (I),8,1984,Shri Reshma Motiram Bhoye,Dhule-ST
Male,Maharashtra,Congress (I),8,1984,Shri Sitaram Sayaji Bhoye,Malegaon-ST 
Male,Maharashtra,Congress (I),8,1984,Shri Ashok Shankarrao Chavan,Nanded
Female,Maharashtra,Congress (I),8,1984,Smt. Premalabai Dajisaheb Chavan,Karad 
Male,Maharashtra,Congress (I),8,1984,Shri SHankarrao Bhaurao Chavan,Nanded
Female,Maharashtra,Congress (I),8,1984,Smt. Usha Prakash Choudhari,Amravati
Male,Maharashtra,Congress (I),8,1984,Shri Hussain Dalwai,Ratnagiri 
Male,Maharashtra,Janata Party,8,1984,Prof. Madhu Dandavate,Rajapur 
Male,Maharashtra,Congress (I),8,1984,Shri Murli Deora,Bombay South
Male,Maharashtra,Congress (I),8,1984,Shri Sharad Dighe,Bombay North Central
Male,Maharashtra,Congress (S),8,1984,Shri Sahebrao P. Dongaonkar,Aurangabad
Male,Maharashtra,Congress (I),8,1984,Shri Sunil Dutt,Bombay North West 
Male,Maharashtra,Congress (I),8,1984,Shri Vithal Narhar Gadgil,Pune
Male,Maharashtra,Congress (I),8,1984,Shri Udaysingrao Gaikwad,Kolhapur
Male,Maharashtra,Congress (I),8,1984,Shri Manikrao Hodlya Gavit,Nandurbar-ST
Male,Maharashtra,Congress (I),8,1984,Shri Shantaram Gopal Gholap,Thane 
Male,Maharashtra,Janata Party,8,1984,Shri Sambhajirao Sahebrao Kakade,Baramati
Male,Maharashtra,Congress (I),8,1984,Shri Gurudas Kamat,Bombay North East 
Male,Maharashtra,Congress (I),8,1984,Shri Arvind Tulsiram Kamble,Osmanabad-SC
Female,Maharashtra,Congress (I),8,1984,Smt. Kesharbai Kshirsagar,Bhir
Male,Maharashtra,Congress (I),8,1984,Shri Gangadhar Sidramappa Kuchan,Solapur 
Male,Maharashtra,Congress (I),8,1984,Shri Yadav Shivram Mahajan,Jalgaon 
Male,Maharashtra,Congress (I),8,1984,Shri Murlidhar Mane,Nashik
Male,Maharashtra,Congress (I),8,1984,Shri Rajaram Alias Balasaheb Shankarrao Mane,Ichalkaranji
Male,Maharashtra,Congress (I),8,1984,Shri Ramkrishna More,Khed
Male,Maharashtra,Congress (I),8,1984,Shri P.V. Narasimha Rao,Ramtek
Male,Maharashtra,Congress (I),8,1984,Shri Uttam B. Rathod,Hingoli 
Male,Maharashtra,Independent,8,1984,Dr. Datta Samant,Bombay South Central
Male,Maharashtra,Congress (I),8,1984,Shri Vasant Sathe Purushottam,Wardha
Male,Maharashtra,Congress (I),8,1984,Shri Anoopchand Khimchand Shah,Bombay North
Male,Maharashtra,Congress (I),8,1984,Shri Damodar Barku Shingada,Dahanu-ST 
Male,Maharashtra,Congress (I),8,1984,Shri Sandipan Bhagwan Thorat,Pandharpur-SC 
Male,Maharashtra,Congress (I),8,1984,Shri Madhusudan Vairale,Akola 
Male,Maharashtra,Congress (I),8,1984,Shri Mukul Balkrishna Wasnik,Buldhana-SC 
Male,Maharashtra,Congress (I),8,1984,Shri Ramrao Narayanrao Yadav,Parbhani
Male,Andhra Pradesh,Telugu Desam Party,8,1984,Dr. Bolla Bulli Ramaiah,Eluru 
Male,Andhra Pradesh,Communist Party of India,8,1984,Shri Sode Ramaiah,Bhadrachalam-ST 
Male,Andhra Pradesh,Congress (I),8,1984,Prof. Nayakulu G. Ranga,Guntur
Male,West Bengal,Communist Party of India (Marxist),8,1984,Shri Amal Datta,Diamond Harbour 
Female,West Bengal,Communist Party of India (Marxist),8,1984,Smt. Bibha Ghosh Goswami,Nabadwip-SC 
Male,West Bengal,Communist Party of India,8,1984,Shri Indrajit Gupta,Basirhat
Male,West Bengal,Congress (I),8,1984,Prof. Manoranjan Halder,Mathurapur-SC 
Male,Andhra Pradesh,Telugu Desam Party,8,1984,Shri Aithabathula J.Venkata Butchi Maheshwara Rao,Amalapuram-SC 
Male,Andhra Pradesh,Telugu Desam Party,8,1984,Dr. G. Vijaya Rama Rao,Siddipet-SC 
Male,West Bengal,Communist Party of India (Marxist),8,1984,Shri Matilal Hansda,Jhargram-ST 
Male,West Bengal,Congress (I),8,1984,Shri Ananda Gopal Mukhopadhyay,Asansol 
Male,West Bengal,Congress (I),8,1984,Shri Ashok Kumar Sen,Calcutta North West 
Male,West Bengal,Congress (I),8,1984,Shri Bhola Nath Sen,Calcutta South
Male,West Bengal,Revolutionary Socialist Party,8,1984,Shri Piyus Tirkey,Alipurduar-ST 
Male,Andhra Pradesh,Congress (I),8,1984,Dr. Kavuri Samba Siva Rao,Machilipatnam 
Male,Andhra Pradesh,Telugu Desam Party,8,1984,Shri Vadde Sobhanadreeswara Rao,Vijayawada
Male,Andhra Pradesh,Telugu Desam Party,8,1984,Shri C. Madhava Reddi,Adilabad
Male,Andhra Pradesh,Telugu Desam Party,8,1984,Shri Bezawada Papi Reddy,Ongole
Male,Andhra Pradesh,Communist Party of India (Marxist),8,1984,Shri Bhim Narsinha Reddy,Miryalguda
Male,Andhra Pradesh,Bharatiya Janata Party,8,1984,Shri Chandupatla Janga Reddy,Hanamkonda
Male,Andhra Pradesh,Telugu Desam Party,8,1984,Dr. D.N. Reddy,Cuddapah
Male,Andhra Pradesh,Telugu Desam Party,8,1984,Shri E. Ayyapu Reddy,Kurnool 
Male,Andhra Pradesh,Congress (I),8,1984,Shri Jaipal Sudini Reddy,Mahbubnagar 
Male,Andhra Pradesh,Telugu Desam Party,8,1984,Shri K. Ramachandra Reddy,Hindupur
Male,Andhra Pradesh,Telugu Desam Party,8,1984,Shri M. Raghuma Reddy,Nalgonda
Male,Andhra Pradesh,Telugu Desam Party,8,1984,Shri M. Subba Reddy,Nandyal 
Male,Andhra Pradesh,Telugu Desam Party,8,1984,Shri P. Manik Reddy,Medak 
Male,Andhra Pradesh,Telugu Desam Party,8,1984,Shri Palakondrayudu Sugavasi,Rajampet
Male,Andhra Pradesh,Telugu Desam Party,8,1984,Shri Gopal Krishna Thota,Kakinada
Male,Bihar,Congress (I),8,1984,Dr. Sarfaraz Ahmad,Giridih 
Male,Bihar,Congress (I),8,1984,Shri Abdul Hannan Ansari,Madhubani 
Male,Uttar Pradesh,Congress (I),8,1984,Kazi Jalil Abbasi,Domariaganj 
Female,Uttar Pradesh,Congress (I),8,1984,Begam Abida Ahmed,Bareilly
Male,Uttar Pradesh,Congress (I),8,1984,Shri Akhtar Hasan,Kairana 
Male,Uttar Pradesh,Congress (I),8,1984,Shri Anand Singh,Gonda 
Male,Uttar Pradesh,Congress (I),8,1984,Shri Kailash Yadav,Jalesar 
Male,Uttar Pradesh,Congress (I),8,1984,Shri Shyamlal Yadav,Varanasi
Female,Jammu and Kashmir,National Conference,8,1984,Begum Akbar Jahan Abdullah,Anantnag
Male,Kerala,Congress (I),8,1984,Dr. K.G. Adiyodi,Calicut 
Male,Kerala,Congress (I),8,1984,Shri P.A. Antony,Trichur 
Male,Rajasthan,Congress (I),8,1984,Shri Alkha Ram,Salumber-ST 
Male,Tamil Nadu,Congress (I),8,1984,Shri Lourdusamy Adaikalaraj,Tiruchirappalli 
Male,Haryana,Congress (I),8,1984,Shri Bansi Lal,Bhiwani 
Male,Karnataka,Congress (I),8,1984,Shri Azeez Sait,Dharwad South 
Male,Andaman and Nicobar Islands,Congress (I),8,1984,Shri Manoranjan Bhakta,Andaman and Nicobar Islands 
Male,Andhra Pradesh,Telugu Desam Party,8,1984,Shri P. Appalanarasimham,Anakapalli
Male,Bihar,Congress (I),8,1984,Shri Bhagwat Jha Azad,Bhagalpur 
Male,Bihar,Congress (I),8,1984,Shri Dumar Lal Baitha,Araria-SC 
Male,Karnataka,Congress (I),8,1984,Shri T.V. Chandrashekarappa,Shimoga 
Male,Kerala,Congress (I),8,1984,Shri A. Charles,Trivandrum
Male,Madhya Pradesh,Congress (I),8,1984,Shri Paras Ram Bhardwaj,Sarangarh-SC
Male,Haryana,Congress (I),8,1984,Shri Ram Prakash Chaudhary,Ambala-SC 
Male,Haryana,Congress (I),8,1984,Shri Dalbir Singh,Sirsa-SC
Male,Jammu and Kashmir,Congress (I),8,1984,Shri Girdhari Lal Dogra,Udhampur
Male,Karnataka,Congress (I),8,1984,Shri B.V. Desai,Raichur 
Male,Karnataka,Congress (I),8,1984,Shri Oscar Fernandes,Udipi 
Male,Madhya Pradesh,Congress (I),8,1984,Shri Digvijaya Singh,Raigarh-ST
Male,Orissa,Janata Party,8,1984,Shri Sarat Kumar Deb,Kendrapara
Male,Haryana,Congress (I),8,1984,Shri Hardwari Lal,Rohtak
Male,Haryana,Congress (I),8,1984,Shri Harpal Singh,Kurukshetra 
Male,Jammu and Kashmir,Congress (I),8,1984,Shri Janak Raj Gupta,Jammu 
Male,Assam,Asom Gana Parishad,8,1984,Shri Dinesh Goswami,Guwahati
Male,Assam,Independent,8,1984,Shri Abdul Hamid,Dhubri
Male,Bihar,Congress (I),8,1984,Shri Abdul Ghafoor,Siwan 
Male,Bihar,Congress (I),8,1984,Shri Gopeshwar,Jamshedpur
Female,Bihar,Congress (I),8,1984,Smt. Prabhawati Gupta,Motihari
Male,Dadra and Nagar Haveli,Independent,8,1984,Shri Sitaram Jivyabhai Gavali,Dadra and Nagar Haveli-ST 
Male,Haryana,Janata Party,8,1984,Shri Het Ram,Sirsa-SC
Male,Jammu and Kashmir,National Conference,8,1984,Shri Abdul Rashid Kabuli,Srinagar
Female,Andhra Pradesh,Telugu Desam Party,8,1984,Smt. N.P. Jhansi Lakshmi,Chittoor
Male,Bihar,Unattached,8,1984,Shri Jagjivan Ram,Sasaram-SC
Male,Bihar,Congress (I),8,1984,Shri Jamilur Rahman,Kishanganj
Male,Haryana,Congress (I),8,1984,Shri Rahim Khan,Faridabad 
Male,Haryana,Lok Dal,8,1984,Chaudhry Khurshid Ahmed,Faridabad 
Female,Himachal Pradesh,Congress (I),8,1984,Smt. Chandresh Kumari Katoch,Kangra
Male,Jammu and Kashmir,Congress (I),8,1984,Mohd. Ayub Khan(Udhampur),Udhampur
Female,Bihar,Congress (I),8,1984,Kumari Kamla Kumari,Palamau-SC
Male,Bihar,Congress (I),8,1984,Shri Ram Shreshth Khirhar,Sitamarhi 
Male,Bihar,Congress (I),8,1984,Shri Prithvi Chand Kisku,Dumka-ST
Male,Bihar,Congress (I),8,1984,Shri Krishan Pratap Singh,Maharajganj 
Male,Chandigarh,Congress (I),8,1984,Shri Jagannath Kaushal,Chandigarh
Male,Haryana,Congress (I),8,1984,Shri Dharam Pal Singh Malik,Sonepat 
Male,Kerala,Congress (I),8,1984,Shri K. Kunjumbu,Adoor-SC
Male,Kerala,Congress (I),8,1984,Prof. P.J. Kurien,Idukki
Male,Arunachal Pradesh,Congress (I),8,1984,Shri Wangpha Lowang,Arunachal East
Male,Bihar,Congress (I),8,1984,Shri Kunwar Ram,Nawada-SC 
Male,Delhi,Congress (I),8,1984,Shri Lalit Maken,South Delhi 
Male,Gujarat,Congress (I),8,1984,Shri Narsingh Makwana,Dhandhuka-SC
Male,Gujarat,Congress (I),8,1984,Shri Haroobhai Mehta,Ahmedabad 
Male,Kerala,Communist Party of India (Marxist),8,1984,Adv. Suresh Kurup,Kottayam
Male,Jammu and Kashmir,Congress (I),8,1984,Shri P. Namgyal,Ladakh
Male,Karnataka,Congress (I),8,1984,Shri M.V.Chandrashekhara Murthy,Kanakapura
Male,Andhra Pradesh,Telugu Desam Party,8,1984,Shri Katuri Narayana Swamy,Narasaraopet
Male,Andhra Pradesh,Telugu Desam Party,8,1984,Shri D. Narayanaswami,Anantapur 
Male,Bihar,Janata Party,8,1984,Shri Vijay Kumar Mishra,Darbhanga 
Male,Himachal Pradesh,Congress (I),8,1984,Prof. Narain Chand Parashar,Hamirpur
Male,Karnataka,Congress (I),8,1984,Shri Channaiah Odeyar,Davangere 
Male,Madhya Pradesh,Congress (I),8,1984,Shri Rameshwar Neekhra,Hoshangabad 
Male,Madhya Pradesh,Congress (I),8,1984,Shri Arvind Vishram Singh Netam,Kanker-ST 
Male,Orissa,Congress (I),8,1984,Shri Chintamani Panigrahi,Bhubaneswar 
Male,Orissa,Congress (I),8,1984,Shri Sriballava Panigrahi,Deogarh 
Male,Karnataka,Congress (I),8,1984,Shri Hanumatgouda Bhimanagouda Patil,Bagalkot
Male,Karnataka,Congress (I),8,1984,Shri Veerendra Patil,Gulbarga
Male,Karnataka,Congress (I),8,1984,Shri Janardhana Poojary,Mangalore 
Male,Madhya Pradesh,Congress (I),8,1984,Shri Satyanarayan Pawar,Ujjain-SC 
Male,Madhya Pradesh,Congress (I),8,1984,Shri K.N. Pradhan,Bhopal
Male,Orissa,Janata Party,8,1984,Shri Biju Patnaik,Kendrapara
Male,Orissa,Congress (I),8,1984,Shri Jagnath Patnaik,Kalahandi 
Female,Orissa,Congress (I),8,1984,Smt. Jayanti Patnaik,Cuttack 
Male,Orissa,Congress (I),8,1984,Shri Khagapati Pradhani,Nowrangpur-ST 
Male,Rajasthan,Congress (I),8,1984,Shri Rajesh Pilot,Dausa 
Male,Andhra Pradesh,Telugu Desam Party,8,1984,Shri Puchalapalli Penchalaiah,Nellore-SC
Male,Bihar,Congress (I),8,1984,Shri Chandra Kishore Pathak,Saharsa 
Male,Gujarat,Congress (I),8,1984,Shri Mohanbhai Laljibhai Patel,Junagadh
Female,Gujarat,Congress (I),8,1984,Smt. Ramabhen Ramjibhai Mavani Patel,Rajkot
Male,Karnataka,Janata Party,8,1984,Shri V. Sreenivasa Prasad,Chamrajanagar-SC
Male,Karnataka,Congress (I),8,1984,Shri H.G. Ramulu,Koppal
Male,Karnataka,Congress (I),8,1984,Shri K.H. Ranganath,Chitradurga 
Male,Kerala,Congress (I),8,1984,Shri Vakkom Purushothaman,Alleppey
Male,Kerala,Congress (I),8,1984,Shri I. Rama Rai,Kasaragod 
Male,Madhya Pradesh,Congress (I),8,1984,Shri Aziz Qureshi,Satna 
Male,Punjab,Akali Dal,8,1984,Shri Balwant Singh Ramoowalia,Sangrur 
Male,Andhra Pradesh,Telugu Desam Party,8,1984,Shri Bhupati Vijaya Kumar Raju,Narasapur 
Male,Assam,Asom Gana Parishad,8,1984,Shri Ataur Rahman,Barpeta 
Male,Bihar,Congress (I),8,1984,Shri Prakash Chandra,Barh
Male,Bihar,Congress (I),8,1984,Shri Ram Deo Rai,Samastipur
Male,Bihar,Congress (I),8,1984,Dr. G.S. Rajhans,Jhanjharpur 
Male,Haryana,Janata Party,8,1984,Shri Rao Birendra Singh,Mahendragarh
Male,Karnataka,Congress (I),8,1984,Shri V. Krishna Rao,Chikballapur
Male,Orissa,Congress (I),8,1984,Shri Rachakonda Jagannath Rao,Berhampur 
Male,Orissa,Congress (I),8,1984,Shri Somnath Rath,Aska
Male,Rajasthan,Congress (I),8,1984,Shri Mohar Singh Rathore,Churu 
Male,Rajasthan,Congress (I),8,1984,Shri Prabhu Lal Rawat,Banswara-ST 
Male,Tripura,Communist Party of India (Marxist),8,1984,Shri Baju Ban Riyan,Tripura East-ST 
Male,Uttar Pradesh,Congress (I),8,1984,Shri Harish Rawat,Almora
Male,Uttar Pradesh,Congress (I),8,1984,Shri Kamla Prasad Rawat,Barabanki-SC
Male,Kerala,Muslim League,8,1984,Shri Ebrahim Sulaiman Sait,Manjeri 
Male,Lakshadweep,Congress (I),8,1984,Shri P.M. Sayeed,Lakshadweep-ST
Male,Madhya Pradesh,Congress (I),8,1984,Shri Kalicharan Sakargayam,Khandwa 
Male,Madhya Pradesh,Congress (I),8,1984,Shri Madhavrao Scindia,Gwalior 
Male,Andhra Pradesh,Telugu Desam Party,8,1984,Shri Chimata Sambu,Bapatla 
Male,Assam,Asom Gana Parishad,8,1984,Shri Gakul Saikia,Lakhimpur 
Male,Assam,Asom Gana Parishad,8,1984,Shri Muhi Ram Saikia,Nowgong 
Female,Bihar,Congress (I),8,1984,Smt. Krishna Sahi,Begusarai 
Male,Haryana,Congress (I),8,1984,Shri Chiranji Lal Sharma,Karnal
Female,Bihar,Congress (I),8,1984,Smt. Madhuri Singh,Purnea
Male,Delhi,Independent,8,1984,Shri A. Singh,South Delhi 
Male,Karnataka,Janata Party,8,1984,Shri K.V. Shankaragowda,Mandya
Male,Karnataka,Congress (I),8,1984,Shri B. Shankaranand,Chikkodi-SC 
Male,Karnataka,Congress (I),8,1984,Shri Shanmukhappa Basappa Sidnal,Belgaum 
Male,Madhya Pradesh,Congress (I),8,1984,Pandit Nand Kishore Sharma,Balaghat
